mean_reward,std_reward,non_timeout_share,goal_share,steps_per_successful_epsiode,variable_tiles_per_episode,name,num_episodes
0.18656328400000002,0.3840568665289001,0.346,0.191,6.607329842931938,0.169,"Control, PPO, full information",1000
0.23251407000000002,0.41727868220443415,0.369,0.237,5.383966244725738,0.058,"Control, PPO, full information",1000
0.185060542,0.3821779385985934,0.275,0.19,7.394736842105263,0.054,"Control, PPO, full information",1000
0.230450788,0.41587666469746665,0.346,0.235,5.506382978723404,0.027,"Control, PPO, full information",1000
0.203884774,0.39674490516661576,0.35,0.209,6.961722488038277,0.34,"Control, PPO, full information",1000
0.125641008,0.3279822820755474,0.189,0.128,5.2421875,0.019,"Control, PPO, full information",1000
0.15311015700000002,0.35620285708445737,0.242,0.156,5.269230769230769,0.036,"Control, PPO, full information",1000
0.10695742300000001,0.3058649254742624,0.157,0.109,5.330275229357798,0.026,"Control, PPO, full information",1000
0.20730312700000003,0.3997554636343009,0.306,0.212,6.30188679245283,0.129,"Control, PPO, full information",1000
0.205376954,0.3984294490971242,0.305,0.21,6.261904761904762,0.043,"Control, PPO, full information",1000
0.217540635,0.40848667084328444,0.337,0.221,4.452488687782806,0.03,"Control, PPO, full information",1000
0.256691418,0.4309044684962077,0.407,0.262,5.763358778625954,0.095,"Control, PPO, full information",1000
0.204658203,0.39822414937417067,0.323,0.209,5.909090909090909,0.056,"Control, PPO, full information",1000
0.106909763,0.3041435967093354,0.158,0.11,7.990909090909091,0.223,"Control, PPO, full information",1000
0.21229609799999996,0.4033285494199691,0.331,0.217,6.1658986175115205,0.054,"Control, PPO, full information",1000
0.28234297100000005,0.4418953171746451,0.425,0.29,7.510344827586207,0.106,"Control, PPO, full information",1000
0.21305547300000002,0.4047953928150607,0.319,0.217,5.170506912442396,0.019,"Control, PPO, full information",1000
0.19805352099999998,0.39253441847815274,0.34,0.203,6.931034482758621,0.112,"Control, PPO, full information",1000
0.16066367,0.36281905139704157,0.253,0.164,5.786585365853658,0.016,"Control, PPO, full information",1000
0.218612097,0.40585681062510165,0.335,0.225,8.075555555555555,0.137,"Control, PPO, full information",1000
0.23883203800000002,0.42053632411990355,0.401,0.244,6.024590163934426,0.091,"Control, PPO, full information",1000
0.127191,0.32908988323819377,0.195,0.13,6.1461538461538465,0.062,"Control, PPO, full information",1000
0.243719523,0.4233500435661764,0.411,0.249,6.032128514056225,0.118,"Control, PPO, full information",1000
0.250197268,0.42554570230557165,0.361,0.257,7.529182879377432,0.089,"Control, PPO, full information",1000
0.112953913,0.3133833659773656,0.159,0.115,5.060869565217391,0.017,"Control, PPO, full information",1000
0.263703509,0.4337448349730194,0.433,0.27,6.633333333333334,0.15,"Control, PPO, full information",1000
0.111115621,0.31135269509879526,0.163,0.113,4.743362831858407,0.012,"Control, PPO, full information",1000
0.160580848,0.36131860021149326,0.235,0.165,7.618181818181818,0.075,"Control, PPO, full information",1000
0.17975664800000002,0.37861882084713394,0.257,0.184,6.559782608695652,0.025,"Control, PPO, full information",1000
0.28430740600000004,0.44076062837647967,0.459,0.294,9.377551020408163,0.166,"Control, PPO, full information",1000
0.205032418,0.3977950745742905,0.369,0.21,6.728571428571429,0.102,"Control, PPO, full information",1000
0.21369843700000002,0.4036487368636622,0.319,0.219,6.885844748858448,0.064,"Control, PPO, full information",1000
0.169083589,0.369783356412803,0.277,0.173,6.4393063583815024,0.055,"Control, PPO, full information",1000
0.14592384800000002,0.3487776431905074,0.218,0.149,5.87248322147651,0.048,"Control, PPO, full information",1000
0.115426557,0.3156226022199753,0.205,0.118,6.203389830508475,0.058,"Control, PPO, full information",1000
0.30291056000000005,0.4510785613227439,0.474,0.311,7.398713826366559,0.143,"Control, PPO, full information",1000
0.196251947,0.39020618731998885,0.307,0.202,8.094059405940595,0.203,"Control, PPO, full information",1000
0.045504292,0.20723807829210042,0.062,0.046,3.0652173913043477,0.003,"Control, PPO, full information",1000
0.257431257,0.4310691776700104,0.424,0.263,6.022813688212928,0.033,"Control, PPO, full information",1000
0.178531659,0.3772872002662915,0.276,0.183,6.945355191256831,0.103,"Control, PPO, full information",1000
0.14269022900000003,0.34654189347317677,0.223,0.145,4.531034482758621,0.021,"Control, PPO, full information",1000
0.245582417,0.4243218820211552,0.346,0.251,6.139442231075697,0.033,"Control, PPO, full information",1000
0.312044139,0.455031422200544,0.502,0.32,7.071875,0.167,"Control, PPO, full information",1000
0.15638242000000002,0.3583947277728561,0.228,0.16,6.43125,0.031,"Control, PPO, full information",1000
0.15989219,0.3624030384773586,0.258,0.163,5.423312883435583,0.013,"Control, PPO, full information",1000
0.22450703499999997,0.41203986296989736,0.331,0.229,5.580786026200873,0.06,"Control, PPO, full information",1000
0.20095000400000002,0.3958254370393065,0.299,0.205,5.619512195121951,0.051,"Control, PPO, full information",1000
0.192146864,0.38924553313673044,0.332,0.196,5.591836734693878,0.074,"Control, PPO, full information",1000
0.070776562,0.2541216074510748,0.101,0.072,4.833333333333333,0.005,"Control, PPO, full information",1000
0.188707432,0.38594111738110437,0.283,0.193,6.3264248704663215,0.09,"Control, PPO, full information",1000
